id,title,description,property_type,bedrooms,bathrooms,price_per_night,square_feet,amenities,city,state,zipcode,country,occupancy_max,rating,reviews_count,availability_start,availability_end,host_id,created_at
5abbc637-683f-4e10-ac58-410c7cd3ba15,3BR Apartment in Rochester,Renovated interior with open-plan living and natural light.,Apartment,3,3,416,1633,ac;dryer;parking;washer;wifi,Rochester,NY,10818,USA,6,4.87,673,2025-10-02,2025-10-11,h_3796,2024-11-21T15:35:49
4cc1a378-2e96-4bfb-aadf-d2c0b8c31ef9,Cottage in Dallas,Cozy retreat with fully equipped kitchen and workspace.,Cottage,0,1,69,665,ac;dryer;elevator;fireplace;kitchen;pool,Dallas,TX,76979,USA,2,4.97,331,2025-10-07,2025-10-14,h_4493,2025-08-27T15:35:49
8d5e53e3-f47d-41a3-83da-ff6cf790f736,2BR Condo in Springfield,Renovated interior with open-plan living and natural light.,Condo,2,2,140,772,ac;balcony;dryer;elevator;garden;parking;wheelchair_access;wifi,Springfield,MO,64637,USA,4,4.71,399,2025-11-07,2025-11-21,h_3584,2025-09-11T15:35:49
d43659c4-b623-4a5c-9b32-33415ba8f5ec,Apartment in Saint Paul,"Walkable location with shops, cafes, and nightlife nearby.",Apartment,0,1,54,395,ac;dryer;elevator;garden;gym;heating;parking;pool;wheelchair_access,Saint Paul,MN,63570,USA,2,4.23,57,2025-10-12,2025-10-23,h_1616,2024-11-18T15:35:49
51ec168b-18d6-458b-8906-2e5aeade1e8c,4BR Condo in Kirkland,High-rise unit with expansive city views and balcony.,Condo,4,4,602,2201,ac;balcony;elevator;kitchen;pool;washer;wifi,Kirkland,WA,99567,USA,8,4.47,744,2025-11-28,2025-12-08,h_4592,2025-01-25T15:35:49
0eb0306d-ba00-4f57-a15a-972fd5dbb10a,House in Lowell,Family-friendly neighborhood near parks and schools.,House,0,1,83,426,dryer;elevator;garden;heating;parking;pet_friendly;washer;wifi,Lowell,MA,09121,USA,2,3.95,380,2025-11-17,2025-11-19,h_2710,2025-08-24T15:35:49
8513fefa-6098-405f-aafd-3e3832edacce,1BR Apartment in Paterson,Charming home with a private garden and outdoor seating.,Apartment,1,1,87,409,ac;dryer;garden;gym;wheelchair_access,Paterson,NJ,12340,USA,2,4.19,558,2025-10-31,2025-11-05,h_2804,2025-04-06T15:35:49
1d4065dc-4fe2-4327-8d32-c20b5c9b7e47,1BR Villa in Boulder,Renovated interior with open-plan living and natural light.,Villa,1,1,169,542,garden;gym;kitchen;pet_friendly;pool;wifi,Boulder,CO,83541,USA,2,4.9,207,2025-11-08,2025-11-15,h_3234,2025-01-28T15:35:49
a3884d7f-11fd-406e-befc-64803eb0f580,2BR House in Quincy,Cozy retreat with fully equipped kitchen and workspace.,House,2,2,256,716,balcony;fireplace;garden;heating;kitchen;parking;pool;washer;wifi,Quincy,MA,05602,USA,4,4.84,364,2025-12-10,2025-12-21,h_3784,2024-11-28T15:35:49
95320dd9-6eab-4a58-8f1f-7aa5b8b937ae,Villa in Elizabeth,Family-friendly neighborhood near parks and schools.,Villa,0,1,79,600,garden;gym;heating;pet_friendly;pool;wifi,Elizabeth,NJ,11060,USA,2,4.06,335,2025-12-04,2025-12-08,h_1083,2025-02-18T15:35:49
ea6895f7-533b-487c-8efb-f8e88f683a4d,3BR Bungalow in New York,Quiet residential area with quick access to downtown attractions.,Bungalow,3,3,378,1543,ac;dryer;fireplace;garden;gym;kitchen;pet_friendly;wheelchair_access,New York,NY,10203,USA,6,4.57,165,2025-10-17,2025-10-21,h_6872,2025-04-21T15:35:49
8bb9fb68-9f86-452d-b121-f28bd10fe257,Cottage in Boulder,Spacious layout ideal for groups and longer stays.,Cottage,0,1,115,432,dryer;fireplace;garden;gym;parking;pet_friendly;wheelchair_access;wifi,Boulder,CO,83030,USA,2,4.71,137,2025-11-18,2025-12-01,h_1022,2024-11-02T15:35:49
3a033492-8c2d-4ddb-b451-4f5974daba83,5BR Studio in Arlington,Charming home with a private garden and outdoor seating.,Studio,5,5,447,2407,ac;balcony;dryer;fireplace;gym;heating;kitchen;wheelchair_access,Arlington,TX,80500,USA,10,4.63,3,2025-12-15,2025-12-22,h_1844,2025-07-25T15:35:49
af9be8aa-736a-4f44-acfa-541d01b882d0,3BR Duplex in Chesapeake,Renovated interior with open-plan living and natural light.,Duplex,3,3,198,1375,ac;balcony;dryer;kitchen;pet_friendly;washer,Chesapeake,VA,27487,USA,6,3.93,12,2025-11-20,2025-12-03,h_4437,2025-05-27T15:35:49
817ee326-c1c2-47e8-920c-56c05549f717,2BR Bungalow in Scranton,High-rise unit with expansive city views and balcony.,Bungalow,2,2,193,841,dryer;elevator;garden;kitchen;pet_friendly,Scranton,PA,23629,USA,4,4.76,221,2025-11-27,2025-12-09,h_9730,2025-04-23T15:35:49
0164a154-dacc-4bed-9891-c5f4ea102706,2BR Condo in Dublin,"Walkable location with shops, cafes, and nightlife nearby.",Condo,2,2,146,1152,dryer;gym;heating;kitchen;parking;pet_friendly;pool;wheelchair_access,Dublin,OH,44835,USA,4,4.58,246,2025-10-16,2025-10-26,h_1371,2025-04-22T15:35:49
a9657543-2f44-40ab-a8ca-1e834264e6ca,1BR Cottage in Dearborn,High-rise unit with expansive city views and balcony.,Cottage,1,1,81,577,ac;heating;kitchen;pet_friendly;wifi,Dearborn,MI,53503,USA,2,4.18,117,2025-12-11,2025-12-25,h_6346,2025-01-14T15:35:49
5f77951d-46c6-4a16-b5cb-fe487c394035,4BR Cottage in St. Charles,Boutique-style decor with comfort-focused amenities.,Cottage,4,4,344,1980,ac;fireplace;heating;parking;pet_friendly;wheelchair_access,St. Charles,MO,69093,USA,8,4.96,592,2025-09-26,2025-09-30,h_6785,2025-04-27T15:35:49
33c07174-8794-4a13-bdfd-9e576b0e15d1,4BR Townhouse in Cincinnati,Renovated interior with open-plan living and natural light.,Townhouse,4,4,393,1692,dryer;fireplace;parking;pet_friendly;washer;wheelchair_access,Cincinnati,OH,46897,USA,8,3.76,987,2025-12-02,2025-12-06,h_8223,2025-05-09T15:35:49
f6db5366-df0f-497d-b1b0-db43e70e7bc0,1BR Bungalow in Durham,"Walkable location with shops, cafes, and nightlife nearby.",Bungalow,1,1,98,690,balcony;elevator;garden;parking;pet_friendly;washer;wheelchair_access,Durham,NC,28990,USA,2,4.89,163,2025-11-22,2025-12-06,h_3381,2025-01-28T15:35:49
c980c0f8-eb74-4a61-a832-8a481eeb616c,Bungalow in Allentown,Cozy retreat with fully equipped kitchen and workspace.,Bungalow,0,1,83,519,fireplace;garden;gym;heating;parking;washer;wheelchair_access,Allentown,PA,16840,USA,2,4.62,810,2025-10-07,2025-10-19,h_2914,2025-04-15T15:35:49
d4d18b4c-b38a-4002-8aa7-565ef130df50,4BR House in Fresno,"Walkable location with shops, cafes, and nightlife nearby.",House,4,4,547,1494,ac;balcony;dryer;gym;pet_friendly;washer;wifi,Fresno,CA,93206,USA,8,3.63,289,2025-11-16,2025-11-28,h_2431,2024-12-31T15:35:49
9aea875b-77ca-43ee-a5e1-56bce450b823,3BR Studio in Arlington,Spacious layout ideal for groups and longer stays.,Studio,3,3,279,1523,elevator;parking;pool;washer;wheelchair_access,Arlington,VA,28056,USA,6,4.14,0,2025-11-03,2025-11-10,h_6047,2025-02-03T15:35:49
cfb45671-58a2-4102-a954-045b73158a70,1BR Cottage in Jersey City,Renovated interior with open-plan living and natural light.,Cottage,1,1,100,562,dryer;fireplace;heating;kitchen;parking;pet_friendly;pool;washer,Jersey City,NJ,10404,USA,2,4.02,976,2025-11-26,2025-12-03,h_2083,2024-11-21T15:35:49
5a345c68-0af0-4457-90b7-5e99d209f59b,Villa in Norfolk,Spacious layout ideal for groups and longer stays.,Villa,0,1,71,489,ac;balcony;dryer;garden;gym;parking;washer;wheelchair_access,Norfolk,VA,26742,USA,2,4.38,1,2025-10-28,2025-11-08,h_5979,2025-01-10T15:35:49
efe0c8bb-8045-4ba5-9d59-263ba1d33557,1BR Apartment in Toms River,Renovated interior with open-plan living and natural light.,Apartment,1,1,102,428,garden;heating;kitchen;pet_friendly;pool;washer;wheelchair_access,Toms River,NJ,15059,USA,2,4.87,415,2025-09-23,2025-09-26,h_5541,2025-01-10T15:35:49
21198131-40bd-4933-a653-8208d66350f3,5BR Studio in Lubbock,"Walkable location with shops, cafes, and nightlife nearby.",Studio,5,5,459,2958,elevator;fireplace;garden;heating;kitchen;pet_friendly;washer;wifi,Lubbock,TX,77668,USA,10,4.41,21,2025-11-18,2025-12-01,h_3219,2025-03-21T15:35:49
fbb9f7f2-2f75-4328-a57f-311bd1fc35ab,2BR Studio in Seattle,Family-friendly neighborhood near parks and schools.,Studio,2,2,323,1166,balcony;dryer;heating;kitchen;pet_friendly;washer;wifi,Seattle,WA,101002,USA,4,4.67,358,2025-10-11,2025-10-21,h_6285,2025-04-11T15:35:49
de64e54f-084f-471a-918f-73d1e5d687ac,5BR Studio in Chandler,Boutique-style decor with comfort-focused amenities.,Studio,5,5,343,2987,balcony;elevator;heating;parking;pet_friendly;wheelchair_access;wifi,Chandler,AZ,91750,USA,10,4.08,829,2025-10-03,2025-10-08,h_3532,2025-01-05T15:35:49
30d009e5-f466-47e8-b779-38a64fb4b09a,4BR Duplex in Fort Collins,Renovated interior with open-plan living and natural light.,Duplex,4,4,621,2375,balcony;dryer;garden;kitchen;pet_friendly;pool;washer;wheelchair_access;wifi,Fort Collins,CO,80284,USA,8,4.27,97,2025-11-05,2025-11-09,h_8240,2024-11-18T15:35:49
d3193782-f05e-48b9-bc4a-8eaae83edf3b,1BR Loft in Beaverton,"Walkable location with shops, cafes, and nightlife nearby.",Loft,1,1,65,767,ac;dryer;parking;pet_friendly;wheelchair_access,Beaverton,OR,99053,USA,2,3.89,962,2025-11-13,2025-11-26,h_2830,2025-08-11T15:35:49
44023b45-8b90-4525-8401-122fc8034769,3BR Apartment in Long Beach,Sunny and modern space close to restaurants and public transport.,Apartment,3,3,352,1033,dryer;elevator;garden;gym;heating;kitchen;pet_friendly;washer;wifi,Long Beach,CA,91581,USA,6,4.7,846,2025-10-16,2025-10-27,h_4277,2025-06-17T15:35:49
6bc32a66-cbf0-40ac-87c9-739269332993,Townhouse in Charlotte,Charming home with a private garden and outdoor seating.,Townhouse,0,1,78,492,ac;balcony;dryer;elevator;gym;kitchen;parking;wheelchair_access;wifi,Charlotte,NC,27229,USA,2,4.34,512,2025-10-26,2025-10-30,h_9800,2025-09-17T15:35:49
1f23d4ce-7a3c-4a03-9cf4-740729a51c26,4BR Cottage in Jacksonville,Spacious layout ideal for groups and longer stays.,Cottage,4,4,522,2003,elevator;garden;kitchen;parking;pool;washer,Jacksonville,FL,35510,USA,8,4.32,166,2025-10-30,2025-11-02,h_8633,2025-07-25T15:35:49
1c60bf31-09c2-4c96-8dd1-401c20725fe0,3BR Studio in Eugene,"Walkable location with shops, cafes, and nightlife nearby.",Studio,3,3,293,1570,elevator;garden;kitchen;pool;wheelchair_access,Eugene,OR,104486,USA,6,4.44,97,2025-11-15,2025-11-20,h_7672,2025-04-24T15:35:49
2fe82538-623d-4748-860e-6f879cc019b2,Cottage in Lansing,Boutique-style decor with comfort-focused amenities.,Cottage,0,1,82,538,garden;kitchen;pet_friendly;pool;washer;wifi,Lansing,MI,56563,USA,2,4.52,7,2025-10-08,2025-10-16,h_7563,2024-09-29T15:35:49
f029114e-bc33-40ae-9f90-5abd02d763aa,5BR Townhouse in St. Louis,"Walkable location with shops, cafes, and nightlife nearby.",Townhouse,5,5,336,2207,ac;fireplace;garden;gym;kitchen;pool;wheelchair_access,St. Louis,MO,67472,USA,10,4.66,641,2025-11-10,2025-11-17,h_8795,2024-10-13T15:35:49
6bff81ea-8326-4c22-9907-ce87924f86fe,3BR Bungalow in Murfreesboro,Quiet residential area with quick access to downtown attractions.,Bungalow,3,3,232,1786,ac;dryer;garden;heating;kitchen;parking;wheelchair_access;wifi,Murfreesboro,TN,37865,USA,6,4.76,248,2025-09-23,2025-09-27,h_7269,2024-11-14T15:35:49
33bf9945-e623-43a3-b816-6e230f4b229b,2BR Duplex in Allentown,Family-friendly neighborhood near parks and schools.,Duplex,2,2,188,1089,balcony;dryer;fireplace;garden;washer,Allentown,PA,19809,USA,4,4.53,240,2025-10-23,2025-11-02,h_6629,2024-12-17T15:35:49
61796696-c9c7-4a5e-b187-b13a08cba765,Villa in Newark,High-rise unit with expansive city views and balcony.,Villa,0,1,80,410,dryer;elevator;garden;gym;parking;pool;wheelchair_access;wifi,Newark,NJ,11965,USA,2,4.84,26,2025-11-14,2025-11-18,h_6119,2025-03-04T15:35:49
cb122e6e-d9ed-476c-8c09-ea0576c7d532,4BR Cottage in Saint Paul,Boutique-style decor with comfort-focused amenities.,Cottage,4,4,383,2101,balcony;dryer;garden;gym;parking;pet_friendly;pool;washer;wifi,Saint Paul,MN,61189,USA,8,4.46,124,2025-10-26,2025-11-02,h_2006,2025-09-05T15:35:49
5ec36aff-c306-41ea-a2a0-71c98255f3e4,1BR Studio in Kansas City,Spacious layout ideal for groups and longer stays.,Studio,1,1,81,729,dryer;elevator;fireplace;kitchen;parking;pet_friendly;pool;washer;wifi,Kansas City,MO,68755,USA,2,3.68,59,2025-10-20,2025-11-01,h_6113,2024-11-20T15:35:49
2a547e52-80fc-4f03-9022-b9d91a547efb,2BR Condo in Dallas,Sunny and modern space close to restaurants and public transport.,Condo,2,2,160,710,balcony;dryer;elevator;garden;gym;parking;pool;washer;wifi,Dallas,TX,82695,USA,4,4.42,971,2025-11-07,2025-11-18,h_7394,2025-04-07T15:35:49
89634cdb-a20d-4690-a871-25ccd56a1c01,3BR Condo in St. Louis,Cozy retreat with fully equipped kitchen and workspace.,Condo,3,3,291,1210,balcony;elevator;fireplace;garden;heating;parking;washer,St. Louis,MO,70143,USA,6,3.88,403,2025-09-29,2025-10-09,h_4507,2025-04-25T15:35:49
65049dc0-5dd4-48ba-8b6d-f08bfa44f010,2BR Duplex in Atlanta,Charming home with a private garden and outdoor seating.,Duplex,2,2,167,815,dryer;elevator;fireplace;gym;heating;kitchen;pet_friendly;wheelchair_access;wifi,Atlanta,GA,38700,USA,4,4.27,43,2025-09-29,2025-10-11,h_5945,2025-01-04T15:35:49
15d56594-0612-4c46-b293-7c21f33a6586,5BR Bungalow in Tempe,High-rise unit with expansive city views and balcony.,Bungalow,5,5,395,2648,balcony;fireplace;garden;gym;heating;parking;washer;wifi,Tempe,AZ,88056,USA,10,4.41,45,2025-11-18,2025-11-24,h_9728,2024-11-09T15:35:49
8d203ed9-bea3-4c07-a4ee-7d688a0b6abf,5BR Apartment in Kalamazoo,Cozy retreat with fully equipped kitchen and workspace.,Apartment,5,5,445,2546,ac;balcony;dryer;heating;parking;pool;washer;wheelchair_access,Kalamazoo,MI,49055,USA,10,4.49,715,2025-10-24,2025-10-30,h_3631,2025-05-11T15:35:49
733f3ae4-0f11-4bd6-9a42-455708cd2dd3,3BR House in Chattanooga,High-rise unit with expansive city views and balcony.,House,3,3,208,1196,ac;dryer;fireplace;garden;heating,Chattanooga,TN,44145,USA,6,4.19,820,2025-10-15,2025-10-19,h_5468,2025-07-12T15:35:49
a2eade88-e607-44f6-8ea3-84a2c4d8f945,2BR Bungalow in Sacramento,Quiet residential area with quick access to downtown attractions.,Bungalow,2,2,232,1136,dryer;fireplace;garden;wheelchair_access;wifi,Sacramento,CA,95143,USA,4,4.44,751,2025-11-11,2025-11-18,h_2479,2025-02-28T15:35:49
b0002149-9265-44ec-8fc9-0e1dd116ac9a,Duplex in Peoria,Quiet residential area with quick access to downtown attractions.,Duplex,0,1,74,411,ac;balcony;garden;gym;heating;kitchen;pet_friendly;washer;wheelchair_access,Peoria,IL,65134,USA,2,4.06,341,2025-11-08,2025-11-22,h_4865,2025-02-15T15:35:49
e57bd585-7fd8-4987-9d77-c55f29bcd059,Townhouse in Worcester,Cozy retreat with fully equipped kitchen and workspace.,Townhouse,0,1,89,490,balcony;elevator;garden;gym;heating;kitchen;pool;wifi,Worcester,MA,10941,USA,2,4.19,466,2025-10-25,2025-11-08,h_3374,2025-03-18T15:35:49
dcf17ba4-18c4-43df-a418-c22f5ad7093c,2BR Apartment in Eagan,Cozy retreat with fully equipped kitchen and workspace.,Apartment,2,2,190,1163,ac;dryer;heating;parking;pet_friendly;pool;washer;wheelchair_access;wifi,Eagan,MN,56999,USA,4,4.35,55,2025-11-15,2025-11-23,h_1128,2025-03-02T15:35:49
76a07adc-ee7b-4e4b-b157-3a280e855c22,House in Macon,Sunny and modern space close to restaurants and public transport.,House,0,1,59,790,elevator;fireplace;garden;pool;washer;wheelchair_access,Macon,GA,34489,USA,2,4.81,677,2025-11-21,2025-11-30,h_7765,2025-04-02T15:35:49
19a58347-3022-43f5-9bb2-692cf5e7d687,1BR Loft in Grand Rapids,Renovated interior with open-plan living and natural light.,Loft,1,1,88,530,balcony;dryer;elevator;fireplace;garden;gym;pet_friendly;wifi,Grand Rapids,MI,55264,USA,2,4.71,18,2025-11-10,2025-11-15,h_6006,2025-04-12T15:35:49
8764f9a5-317e-484f-aa54-3fa3879ccd9f,Townhouse in St. Louis,Boutique-style decor with comfort-focused amenities.,Townhouse,0,1,57,715,elevator;garden;gym;pet_friendly;pool;washer,St. Louis,MO,65187,USA,2,3.96,472,2025-10-31,2025-11-14,h_5616,2025-06-10T15:35:49
4c7fad5d-79f3-4081-9658-944814b86c5b,2BR Townhouse in Arlington,Family-friendly neighborhood near parks and schools.,Townhouse,2,2,166,893,ac;balcony;dryer;gym;kitchen;pet_friendly;washer;wheelchair_access;wifi,Arlington,TX,79289,USA,4,4.58,28,2025-11-10,2025-11-21,h_8027,2024-11-16T15:35:49
e07cbfbf-f7e3-4b99-84df-ec873049b361,Studio in Augusta,Boutique-style decor with comfort-focused amenities.,Studio,0,1,54,640,balcony;dryer;garden;pool;wifi,Augusta,GA,31941,USA,2,3.91,41,2025-10-24,2025-10-30,h_9096,2025-03-08T15:35:49
3c955801-d596-4125-bc1f-cfaf25acb75a,1BR Duplex in Springfield,Sunny and modern space close to restaurants and public transport.,Duplex,1,1,74,771,ac;dryer;parking;pet_friendly;pool;washer;wheelchair_access,Springfield,IL,64754,USA,2,4.97,55,2025-11-16,2025-11-21,h_7056,2024-11-25T15:35:49
f327150c-f23d-44d9-b50a-1ea3eea62a85,Cottage in Cleveland,Quiet residential area with quick access to downtown attractions.,Cottage,0,1,53,515,ac;dryer;fireplace;gym;heating;kitchen;pool;washer,Cleveland,OH,43962,USA,2,3.67,866,2025-11-19,2025-11-26,h_1745,2025-09-17T15:35:49
74f792d2-613e-4f92-af0c-314620044464,4BR Villa in Sandy Springs,High-rise unit with expansive city views and balcony.,Villa,4,4,314,1804,balcony;gym;heating;parking;washer;wheelchair_access;wifi,Sandy Springs,GA,38074,USA,8,4.9,770,2025-10-06,2025-10-09,h_6198,2024-09-21T15:35:49
aac29a0c-7416-4f62-a6c1-65834f12e7d4,1BR Loft in Bend,"Walkable location with shops, cafes, and nightlife nearby.",Loft,1,1,70,372,dryer;elevator;garden;heating;pet_friendly;pool,Bend,OR,101312,USA,2,4.46,579,2025-10-23,2025-11-02,h_6128,2025-02-08T15:35:49
f98fbf7a-3ff4-4113-8b50-606051b1c094,5BR Cottage in Bellingham,Renovated interior with open-plan living and natural light.,Cottage,5,5,805,2109,ac;fireplace;garden;kitchen;parking;pet_friendly;washer;wheelchair_access;wifi,Bellingham,WA,98587,USA,10,4.26,26,2025-11-18,2025-11-26,h_2900,2025-01-09T15:35:49
1c2b8a41-a8de-486c-9f3f-e23a5cb958c5,2BR Bungalow in New Rochelle,Quiet residential area with quick access to downtown attractions.,Bungalow,2,2,279,952,dryer;elevator;kitchen;parking;pet_friendly,New Rochelle,NY,13337,USA,4,4.82,32,2025-10-11,2025-10-24,h_9335,2025-05-03T15:35:49
b850feae-8a15-4a00-a1ad-d7fbd08e3856,1BR Duplex in Blue Springs,Sunny and modern space close to restaurants and public transport.,Duplex,1,1,112,352,ac;fireplace;garden;gym;kitchen;parking;pool;washer;wheelchair_access,Blue Springs,MO,67657,USA,2,4.55,463,2025-11-09,2025-11-16,h_2737,2025-04-07T15:35:49
9f473f47-1ecb-4fdd-b959-7a24f41e10ea,Cottage in Chicago,Charming home with a private garden and outdoor seating.,Cottage,0,1,93,687,dryer;elevator;garden;gym;heating;pet_friendly;washer;wifi,Chicago,IL,67423,USA,2,4.05,535,2025-12-01,2025-12-05,h_4463,2025-08-26T15:35:49
4a6c7534-ff69-4d4d-b18b-32375922106f,Condo in Glendale,Family-friendly neighborhood near parks and schools.,Condo,0,1,68,658,ac;heating;kitchen;parking;pet_friendly;pool;wheelchair_access;wifi,Glendale,AZ,87669,USA,2,4.14,161,2025-12-11,2025-12-25,h_3525,2025-07-20T15:35:49
43c10a54-5014-4318-aca8-afe9a1684070,3BR Loft in Gilbert,Boutique-style decor with comfort-focused amenities.,Loft,3,3,322,1617,ac;balcony;elevator;kitchen;washer;wheelchair_access,Gilbert,AZ,92298,USA,6,4.84,226,2025-12-01,2025-12-12,h_7931,2025-08-04T15:35:49
e21ff404-20d6-422b-ae5e-e99b708c8d72,4BR Townhouse in Warren,Family-friendly neighborhood near parks and schools.,Townhouse,4,4,339,1836,balcony;elevator;garden;washer;wifi,Warren,MI,50540,USA,8,4.9,278,2025-12-11,2025-12-21,h_2375,2025-04-24T15:35:49
c0cca1d8-85ae-4a2e-90b9-b910fa2c0e91,Cottage in Parma,High-rise unit with expansive city views and balcony.,Cottage,0,1,59,415,ac;balcony;gym;heating;pet_friendly;pool;wifi,Parma,OH,44253,USA,2,4.88,263,2025-11-24,2025-12-02,h_7766,2025-08-02T15:35:49
b85a892a-3cf7-42d5-aae1-a109b28d3e5a,2BR Studio in Dublin,Quiet residential area with quick access to downtown attractions.,Studio,2,2,152,741,dryer;garden;gym;kitchen;parking;pool;washer;wheelchair_access;wifi,Dublin,OH,49819,USA,4,4.83,88,2025-12-04,2025-12-17,h_8454,2024-10-11T15:35:49
6c82a297-a2ba-402f-9256-47e44879c625,2BR Studio in Dublin,Quiet residential area with quick access to downtown attractions.,Studio,2,2,221,1146,ac;dryer;gym;heating;kitchen;parking,Dublin,OH,50107,USA,4,4.35,0,2025-10-04,2025-10-06,h_3813,2024-10-19T15:35:49
04e7f3a1-217c-4ab9-b63f-de3374c874a9,5BR Villa in Eden Prairie,Renovated interior with open-plan living and natural light.,Villa,5,5,529,3324,dryer;elevator;fireplace;garden;gym;heating;pool;wheelchair_access;wifi,Eden Prairie,MN,57213,USA,10,3.62,12,2025-09-22,2025-10-05,h_4083,2025-09-06T15:35:49
8a2323cb-79ca-4447-9f03-d99344e0751e,5BR Townhouse in Newton,Renovated interior with open-plan living and natural light.,Townhouse,5,5,762,2692,ac;dryer;garden;gym;heating;kitchen;parking;pool;wifi,Newton,MA,04497,USA,10,4.63,198,2025-11-21,2025-11-30,h_1321,2025-02-01T15:35:49
ccbddde4-5540-455e-8578-4d6dcc10ee1d,1BR Loft in Columbia,Charming home with a private garden and outdoor seating.,Loft,1,1,91,776,elevator;garden;gym;kitchen;pool;washer;wheelchair_access;wifi,Columbia,MO,67764,USA,2,3.65,159,2025-11-24,2025-12-05,h_8993,2025-05-24T15:35:49
7b86ce1d-c8ee-45b6-ab1a-5a121638773c,Villa in Ithaca,Boutique-style decor with comfort-focused amenities.,Villa,0,1,110,633,garden;heating;kitchen;pool;washer,Ithaca,NY,15681,USA,2,4.23,190,2025-10-10,2025-10-16,h_4149,2025-01-22T15:35:49
b39b5b9d-f6f2-48bd-8eff-27ff2ff2df43,1BR Bungalow in Cary,Spacious layout ideal for groups and longer stays.,Bungalow,1,1,75,700,dryer;garden;gym;heating;parking;washer;wheelchair_access,Cary,NC,33829,USA,2,4.77,453,2025-11-05,2025-11-19,h_8738,2025-06-29T15:35:49
a56723d8-0bc1-4a02-a644-9c05e98152bb,2BR Condo in Chattanooga,Boutique-style decor with comfort-focused amenities.,Condo,2,2,192,766,ac;garden;gym;kitchen;parking;pool,Chattanooga,TN,41975,USA,4,3.93,310,2025-09-22,2025-09-29,h_5273,2025-03-21T15:35:49
763ae00c-ab79-4500-a628-3724ed55a94c,4BR Apartment in Tacoma,Cozy retreat with fully equipped kitchen and workspace.,Apartment,4,4,657,1745,ac;balcony;fireplace;garden;gym;heating;kitchen;wheelchair_access,Tacoma,WA,103820,USA,8,4.68,593,2025-11-30,2025-12-06,h_3476,2024-10-01T15:35:49
ff9119c0-8650-4ebf-987e-b9a130f72129,5BR Condo in Springfield,High-rise unit with expansive city views and balcony.,Condo,5,5,490,2696,dryer;fireplace;gym;kitchen;pet_friendly;washer;wheelchair_access;wifi,Springfield,OR,98727,USA,10,3.83,13,2025-10-16,2025-10-23,h_3572,2025-04-23T15:35:49
df5b2c48-a43b-48f4-88b8-393f998aed25,3BR Condo in Youngstown,Family-friendly neighborhood near parks and schools.,Condo,3,3,214,1372,ac;garden;kitchen;parking;pet_friendly;pool;wifi,Youngstown,OH,50760,USA,6,4.08,255,2025-09-30,2025-10-06,h_7101,2025-02-19T15:35:49
341ea609-90e3-4ed6-97ec-9cc55751612c,1BR Bungalow in Greensboro,Cozy retreat with fully equipped kitchen and workspace.,Bungalow,1,1,84,466,balcony;fireplace;garden;pet_friendly;pool;wheelchair_access,Greensboro,NC,27487,USA,2,4.22,593,2025-11-25,2025-11-28,h_2389,2025-03-30T15:35:49
09830bfb-413f-41ee-b78d-7c4570a0d976,1BR Villa in Bethlehem,High-rise unit with expansive city views and balcony.,Villa,1,1,67,738,gym;parking;washer;wheelchair_access;wifi,Bethlehem,PA,19845,USA,2,4.19,784,2025-12-18,2025-12-28,h_5986,2025-04-12T15:35:49
4f5e2751-4a46-4f1f-9595-7f095d8d0978,2BR Bungalow in Charlotte,Spacious layout ideal for groups and longer stays.,Bungalow,2,2,187,775,ac;balcony;elevator;garden;gym;pet_friendly;washer;wheelchair_access,Charlotte,NC,30232,USA,4,4.83,7,2025-11-27,2025-12-04,h_7389,2025-07-17T15:35:49
1a05ceee-d94b-4f14-be71-1948403a9801,2BR House in Corvallis,High-rise unit with expansive city views and balcony.,House,2,2,137,982,balcony;elevator;fireplace;gym;parking;washer;wifi,Corvallis,OR,101238,USA,4,3.94,599,2025-11-13,2025-11-23,h_2809,2025-08-20T15:35:49
80477d57-a93c-417d-adc7-6d0b77836642,5BR Bungalow in Winston-Salem,Boutique-style decor with comfort-focused amenities.,Bungalow,5,5,405,1897,dryer;garden;gym;heating;wifi,Winston-Salem,NC,32553,USA,10,4.98,648,2025-12-03,2025-12-14,h_9737,2024-11-19T15:35:49
3e0d86b0-6fd9-43b1-aedf-cae883de0559,2BR Loft in Lakewood,Charming home with a private garden and outdoor seating.,Loft,2,2,307,1117,ac;balcony;dryer;elevator;heating;kitchen;parking;pool;washer,Lakewood,CO,83154,USA,4,4.75,130,2025-10-02,2025-10-06,h_7974,2025-02-21T15:35:49
aa50246f-de57-410e-9c53-756507060bb2,Villa in Dallas,Charming home with a private garden and outdoor seating.,Villa,0,1,80,593,balcony;elevator;garden;kitchen;pool;washer,Dallas,TX,83502,USA,2,4.69,760,2025-12-03,2025-12-12,h_7937,2025-02-06T15:35:49
2836dc2b-de29-4ee1-a458-72d450f1ba98,1BR Townhouse in Maple Grove,Sunny and modern space close to restaurants and public transport.,Townhouse,1,1,88,598,ac;balcony;dryer;fireplace;garden;kitchen;parking;pet_friendly,Maple Grove,MN,57569,USA,2,4.92,136,2025-10-05,2025-10-16,h_7694,2025-07-25T15:35:49
